#C1 Time in seconds. Beginning of a year is 0s.;#C2 Dry bulb temperature in Celsius at indicated time;#C3 Dew point temperature in Celsius at indicated time;#C9 Global horizontal radiation in Wh/m2;#C18 Total sky cover at indicated time
23673600;13.6;11.1;0;7
23677200;13.6;10.9;0;9
23680800;13;10.9;0;9
23684400;12.6;10.8;0;9
23688000;12.2;10.3;0;4
23691600;11.7;10.3;0;4
23695200;12;9.7;0;4
23698800;11.8;9.5;2;6
23702400;12.9;9.7;53;6
23706000;14;10;195;5
23709600;13.9;10.1;184;9
23713200;15.1;10.3;249;9
23716800;16.2;10.9;289;9
23720400;18.7;10.8;303;9
23724000;20.1;10.5;289;9
23727600;20.3;9.8;247;9
23731200;19.6;9.8;181;9
23734800;19.1;10.1;102;9
23738400;18.5;10.6;28;9
23742000;18.2;11.5;1;9
23745600;18.3;11.6;0;10
23749200;18.3;11.8;0;10
23752800;18.4;12.4;0;10
23756400;17.6;13.9;0;10
23760000;17.3;14.6;0;10
23763600;17.5;14.2;0;10
23767200;16.9;14.7;0;10
23770800;16.8;14.4;0;10
23774400;16.2;14.4;0;10
23778000;16.1;14.3;0;10
23781600;16;14.4;0;10
23785200;12.9;11.6;1;10
23788800;12.3;11.7;15;10
23792400;11.9;11.3;54;10
23796000;12;10.7;95;10
23799600;12.1;10.3;129;10
23803200;12.2;10.1;150;10
23806800;12.1;9.7;158;10
23810400;12.2;9.8;150;10
23814000;11.8;8.8;128;10
23817600;12;8.8;94;10
23821200;12.2;8.5;99;9
23824800;12.3;9.5;26;9
23828400;11.6;10.3;1;9
23832000;11.2;9.9;0;9
23835600;10.6;10;0;6
23839200;10.2;9.7;0;6
23842800;9.8;9.3;0;5
23846400;8.8;8;0;4
23850000;8.6;7.4;0;4
23853600;8.5;7.4;0;3
23857200;8.1;7.2;0;2
23860800;7.8;7.2;0;2
23864400;7.9;7.3;0;4
23868000;8.3;7.2;0;6
23871600;8.6;7.4;1;9
23875200;9;7.4;14;10
23878800;9.2;8.1;101;9
23882400;10.7;8.6;180;9
23886000;10.3;9.1;244;9
23889600;13;7;530;5
23893200;15.4;5.9;496;6
23896800;14.4;3.8;392;7
23900400;16;4;500;2
23904000;15;4.1;293;6
23907600;9;7;179;5
23911200;9.3;7.4;24;9
23914800;8.2;6.8;0;9
23918400;7.9;6.4;0;4
23922000;8.3;6.8;0;7
23925600;7.8;5.4;0;2
23929200;7.8;5.4;0;2
23932800;7.7;6.3;0;4
23936400;7.8;5.8;0;5
23940000;7.5;6.4;0;6
23943600;6.9;6.3;0;7
23947200;7;6.1;0;9
23950800;6.9;6.2;0;2
23954400;6.7;6.1;0;9
23958000;6.1;5.5;1;2
23961600;7;6.4;54;2
23965200;7.9;5.7;205;2
23968800;9.7;6.2;367;2
23972400;10.5;4.9;463;5
23976000;10.6;5.2;446;7
23979600;10.6;4.7;297;9
23983200;11.7;5.1;497;6
23986800;12;3.5;494;2
23990400;11.5;3.5;345;4
23994000;11.1;3.6;192;3
23997600;9.9;4.7;46;2
24001200;8.3;4.1;1;2
24004800;7.4;4.7;0;1
24008400;6.8;5;0;1
24012000;6.4;5;0;0
24015600;6.2;4.8;0;0
24019200;5.7;4.7;0;0
24022800;5.4;4.5;0;0
24026400;5.5;4.9;0;0
24030000;5.4;4.8;0;4
24033600;6;5.6;0;9
24037200;6.1;5.4;0;9
24040800;6.2;5.3;0;9
24044400;6;5;0;10
24048000;6.1;4.7;13;10
24051600;6.6;4.8;51;10
24055200;7.1;5.3;92;10
24058800;7.2;4.7;126;10
24062400;7.8;4.6;147;10
24066000;8.8;5.4;154;10
24069600;9.6;5.2;461;6
24073200;11.1;4.8;486;2
24076800;12.3;5.9;351;2
24080400;12.9;6.5;169;5
24084000;12.7;7.6;20;9
24087600;12.3;7.2;0;9
24091200;11.2;6.5;0;5
24094800;9.5;6.4;0;2
24098400;8.3;6.1;0;0
24102000;7.2;5.7;0;0
24105600;6.8;5.4;0;0
24109200;6.3;5.4;0;0
24112800;5.7;5;0;0
24116400;6.6;6.2;0;9
24120000;6.8;6.4;0;10
24123600;6.8;6.4;0;10
24127200;7;6;0;10
24130800;6.5;6.1;0;10
24134400;7;6;12;10
24138000;7;6;96;9
24141600;7.3;5.9;174;9
24145200;8;6;238;9
24148800;10;6;278;9
24152400;12.3;6.8;577;4
24156000;13.5;6.6;525;5
24159600;13.7;4.8;419;5
24163200;14.3;5.7;277;6
24166800;14;4.8;147;6
24170400;12.1;7.2;31;6
24174000;10.6;6.7;0;4
24177600;9.2;6.8;0;2
24181200;7.9;6.7;0;1
24184800;7.6;6.5;0;1
24188400;7.1;5.9;0;1
24192000;6.7;5.5;0;1
24195600;6.2;5.5;0;1
24199200;5.2;4.5;0;0
24202800;4.6;4.2;0;0
24206400;4.4;4;0;0
24210000;3.7;3.1;0;0
24213600;3.2;2.6;0;0
24217200;1.7;1.1;1;4
24220800;2.2;1.8;37;6
24224400;4.1;3.8;49;10
24228000;5.7;5.4;172;9
24231600;9.2;7.8;483;2
24235200;10.7;7.8;565;2
24238800;13.2;6.5;534;5
24242400;15;5.5;506;5
24246000;15.9;5.2;457;4
24249600;15.9;5.8;326;4
24253200;15.2;5.4;166;4
24256800;13.3;6.2;32;5
24260400;11.9;6.6;0;5
24264000;11.2;7.1;0;4
24267600;10.1;7.3;0;4
24271200;10.6;7.8;0;5
24274800;9.8;7.2;0;1
24278400;9.3;7.1;0;1
24282000;8.2;6.8;0;0
24285600;8.9;7;0;0
24289200;7.9;6.4;0;0
24292800;7.9;6.4;0;6
24296400;9;7.4;0;9
24300000;9.4;7.5;0;9
24303600;9.4;8.3;0;9
24307200;9.6;7.9;21;9
24310800;10;7.8;92;9
24314400;11.9;7.6;169;9
24318000;13.3;9.4;231;9
24321600;14.5;9.5;271;9
24325200;15.3;9.7;284;9
24328800;15.5;9.6;268;9
24332400;15.7;9.6;225;9
24336000;15.6;9.9;160;9
24339600;15;9.6;83;9
24343200;14.3;10.3;15;9
24346800;13.8;10.6;0;9
24350400;13.4;10.8;0;10
24354000;13.4;9.3;0;10
24357600;13.1;9.4;0;10
24361200;11.8;9.2;0;5
24364800;11;8.9;0;4
24368400;10.8;9.2;0;4
24372000;10.9;9.2;0;4
24375600;9.3;8.2;0;0
24379200;9;7.9;0;0
24382800;8.2;7.4;0;0
24386400;8.5;8.1;0;1
24390000;8.4;8;0;2
24393600;9.6;9.3;20;9
24397200;10.8;9.8;89;9
24400800;12;10.2;87;10
24404400;13.3;10.3;228;9
24408000;14.6;9;141;10
24411600;14.7;8.9;147;10
24415200;15.5;9;265;9
24418800;15.2;9.1;117;10
24422400;15;8.9;83;10
24426000;14.5;9.1;42;10
24429600;14;9.2;7;10
24433200;13.6;9.6;0;10
24436800;13.3;9.4;0;10
24440400;12.8;9.3;0;9
24444000;11.4;9;0;5
24447600;10.7;8.8;0;2
24451200;10.3;8.7;0;9
24454800;10.7;9;0;9
24458400;10.4;9.2;0;9
24462000;10.3;9.2;0;10
24465600;10.4;9;0;10
24469200;10.3;9.4;0;10
24472800;10.1;9.5;0;10
24476400;10.3;9.7;0;10
24480000;10.6;9.8;10;10
24483600;11.3;9.9;46;10
24487200;12.1;10.2;86;10
24490800;12.7;10.2;118;10
24494400;13.6;10;139;10
24498000;14.4;9.4;146;10
24501600;14.3;9.7;137;10
24505200;14.5;9.9;115;10
24508800;14.4;9.6;81;10
24512400;14.2;9.4;78;9
24516000;13.8;9.8;12;9
24519600;13.4;10;0;9
24523200;13.1;9.4;0;9
24526800;12.9;9.3;0;10
24530400;12.7;9.2;0;10
24534000;12.6;9.6;0;10
24537600;12.4;9;0;10
24541200;12.3;9.1;0;10
24544800;12.2;9.2;0;10
24548400;11.3;9.4;0;9
24552000;11.4;10;0;10
24555600;11.4;10.1;0;10
24559200;11.4;10.1;0;10
24562800;11.5;10.4;0;10
24566400;11.7;10.6;9;10
24570000;12.1;9.8;45;10
24573600;12.8;9.6;84;10
24577200;13.4;9.6;117;10
24580800;14.8;9.6;263;9
24584400;15;10;275;9
24588000;15.3;10.3;480;5
24591600;16;10.1;429;4
24595200;15.6;10.6;300;4
24598800;14.5;10.7;132;6
24602400;12.8;10.3;16;7
24606000;11.4;9.8;0;7
24609600;10.9;9.8;0;8
24613200;10.4;9.8;0;9
24616800;10.5;10;0;9
24620400;10.3;10;0;10
24624000;10.2;9.9;0;10
24627600;10.2;9.9;0;10
24631200;10.2;10;0;10
24634800;10.3;10.1;0;10
24638400;10.4;10.2;0;10
24642000;10.3;10.1;0;10
24645600;10.5;10.3;0;10
24649200;10.6;10.4;0;10
24652800;10.9;10.7;9;10
24656400;11.8;11.6;44;10
24660000;13.2;13;83;10
24663600;13.8;12.9;115;10
24667200;13.6;13;136;10
24670800;13.6;13.3;142;10
24674400;13.7;13.2;133;10
24678000;13.7;13.2;111;10
24681600;13.9;13.6;77;10
24685200;14;13.5;38;10
24688800;13.8;13.5;6;10
24692400;13.6;13.4;0;10
24696000;13.4;13.2;0;10
24699600;13.5;13.3;0;10
24703200;13.2;13;0;10
24706800;13.2;13;0;10
24710400;13.2;13;0;10
24714000;13.1;12.9;0;10
24717600;13.1;12.9;0;10
24721200;13;12.8;0;10
24724800;12.8;12.6;0;9
24728400;11.8;11.6;0;9
24732000;12;11.8;0;10
24735600;12.6;12.4;0;10
24739200;12.9;12.7;8;10
24742800;13.3;13.3;42;10
24746400;13.8;13.6;81;10
24750000;15.2;13.7;217;9
24753600;15.8;13.1;256;9
24757200;15.7;13.4;268;9
24760800;16;13.8;251;9
24764400;16.6;13.5;209;9
24768000;16.5;13.8;145;9
24771600;16.1;13.4;37;10
24775200;15.3;13.1;10;9
24778800;15;13.4;0;10
24782400;14.7;13.2;0;10
24786000;14.5;13.5;0;10
24789600;14.3;13.3;0;10
24793200;14.3;13.3;0;10
24796800;14.2;13.2;0;10
24800400;14;13.4;0;10
24804000;14.2;13.2;0;10
24807600;14.2;13.2;0;10
24811200;14.1;13.1;0;10
24814800;14;13.4;0;10
24818400;13.3;13;0;10
24822000;13.1;12.8;0;10
24825600;12.7;12.2;7;10
24829200;12.7;11.9;42;10
24832800;12.6;11.7;80;10
24836400;12.9;11.8;113;10
24840000;13.2;12.3;133;10
24843600;13.8;11.3;139;10
24847200;14.5;11.5;131;10
24850800;15.2;12.1;206;9
24854400;15.1;9.9;143;9
24858000;14.8;10.8;68;9
24861600;13.4;10.8;10;9
24865200;12;10.6;0;9
24868800;11.4;10.6;0;9
24872400;11.6;11.1;0;9
24876000;11.7;11.1;0;10
24879600;11.2;10.6;0;10
24883200;11.1;10.6;0;10
24886800;10.8;10.5;0;10
24890400;10.3;10.1;0;10
24894000;10.1;9.6;0;10
24897600;9.7;9.2;0;10
24901200;9.4;8.8;0;10
24904800;8.9;8.4;0;10
24908400;8.8;8.3;0;10
24912000;9.2;8.4;12;9
24915600;9.5;7.9;98;8
24919200;10.6;8.2;232;7
24922800;11.4;7.9;370;6
24926400;12.8;8.3;475;5
24930000;13.8;9;524;4
24933600;14.2;7.9;492;4
24937200;14.6;8.5;406;4
24940800;14.4;8.8;289;2
24944400;12.4;9;137;0
24948000;11;9;19;0
24951600;9.9;8.7;0;0
24955200;9.6;8.8;0;9
24958800;10.2;9.1;0;9
24962400;10.3;8.7;0;9
24966000;10.3;8.9;0;9
24969600;10.2;8.8;0;9
24973200;10.3;8.6;0;9
24976800;9.8;8.4;0;9
24980400;8.7;7.6;0;4
24984000;8.4;7.8;0;5
24987600;8.6;8.2;0;6
24991200;7.8;7.5;0;6
24994800;7;6.7;0;6
24998400;7.1;6.8;24;4
25002000;8.4;8.3;150;4
25005600;10.3;10.1;276;5
25009200;12.8;10.5;432;2
25012800;16.2;10.7;493;4
25016400;18.5;11.3;516;4
25020000;19.3;12.1;463;5
25023600;19;12.3;360;5
25027200;18.4;11.5;226;6
25030800;17.3;11.6;93;7
25034400;15.3;10.9;10;8
25038000;14.4;10.6;0;9
25041600;14.2;10.4;0;9
25045200;13.5;10.3;0;9
25048800;13.4;10;0;9
25052400;12.3;10.5;0;9
25056000;11.7;10.9;0;9
25059600;11.8;11.3;0;6
25063200;11.8;9.2;0;4
25066800;10;9.4;0;4
25070400;9.5;9.2;0;5
25074000;8.9;8.6;0;6
25077600;8.8;8.5;0;10
25081200;8.8;8.7;0;10
25084800;8.9;8.8;6;10
25088400;8.9;8.8;39;10
25092000;8.9;8.8;77;10
25095600;8.7;8.6;109;10
25099200;8.8;8.7;129;10
25102800;9;9;135;10
25106400;9.3;8.8;127;10
25110000;9.7;8.8;104;10
25113600;9.7;9.2;70;10
25117200;9.6;9;32;10
25120800;9.5;9;4;10
25124400;9.3;8.8;0;10
25128000;9.1;8.8;0;10
25131600;8.9;8.6;0;10
25135200;9.1;8.8;0;10
25138800;9.1;8;0;10
25142400;9.1;7.7;0;10
25146000;8.8;8.2;0;10
25149600;9;8;0;9
25153200;9.2;8.3;0;10
25156800;9.2;8.4;0;10
25160400;9.3;8.5;0;10
25164000;9.3;8.1;0;9
25167600;9.3;8.2;0;9
25171200;9.7;7.6;11;9
25174800;10.1;8.5;72;9
25178400;10.5;8.8;145;9
25182000;11.1;10;205;9
25185600;11.1;10.5;243;9
25189200;12.4;10.6;254;9
25192800;12.4;10.6;238;9
25196400;13;10.7;195;9
25200000;12.8;10.5;131;9
25203600;13;10.4;58;9
25207200;13;10.5;7;9
25210800;12.8;10;0;9
25214400;12.3;10.4;0;9
25218000;12.6;10.3;0;9
25221600;12.3;10;0;9
25225200;12.5;9.5;0;9
25228800;12.1;9.7;0;9
25232400;11.6;9.8;0;9
25236000;11.9;9.6;0;9
25239600;12;9.4;0;9
25243200;11;8.9;0;4
25246800;11;9.1;0;7
25250400;11;8.9;0;9
25254000;10.7;9;0;9
25257600;11.2;8.8;17;6
25261200;11.2;8.9;138;4
25264800;13.6;8.4;235;6
25268400;14.5;8.9;203;9
25272000;15.8;8.8;241;9
25275600;15;8.5;252;9
25279200;16;9.4;235;9
25282800;15.5;9.4;192;9
25286400;15.7;9.6;129;9
25290000;15.7;8.7;56;9
25293600;15.2;7.2;7;9
25297200;14.3;7.1;0;9
25300800;13.8;8.8;0;10
25304400;12.7;9;0;10
25308000;12;10.4;0;10
25311600;12.2;10.6;0;10
25315200;12;10.7;0;10
25318800;11.5;9.2;0;10
25322400;11;9.6;0;10
25326000;10.8;9.7;0;10
25329600;10.6;9.8;0;10
25333200;10.7;9.8;0;10
25336800;10.7;9.6;0;10
25340400;10.8;9.7;0;10
25344000;11.4;10.6;5;10
25347600;11.6;11.1;35;10
25351200;12.5;10.7;139;9
25354800;12.6;10.7;199;9
25358400;15.3;11.9;237;9
25362000;16.7;10.5;249;9
25365600;17.9;10.3;232;9
25369200;19.1;10.1;189;9
25372800;19.2;9.1;209;6
25376400;18.4;9.7;111;2
25380000;15.6;10.6;13;1
25383600;13.9;11.8;0;1
25387200;13.4;11.5;0;0
25390800;12.6;11.3;0;0
25394400;11.7;10.8;0;0
25398000;11.1;10.2;0;0
25401600;10.3;9.7;0;0
25405200;9.8;9.3;0;1
25408800;10.9;9.3;0;5
25412400;11.7;10.1;0;9
25416000;11;9.8;0;9
25419600;11;9.1;0;9
25423200;10.8;8.6;0;2
25426800;10.9;8.5;0;5
25430400;11.5;8.9;18;5
25434000;14.1;9.3;90;7
25437600;16.4;8.1;255;5
25441200;17.7;7.7;327;6
25444800;18.2;7.6;236;9
25448400;18.7;8.9;247;9
25452000;19;9.8;229;9
25455600;19.6;10.6;186;9
25459200;19.6;10.3;123;9
25462800;18.9;10.5;52;9
25466400;18.9;11;6;9
25470000;19.2;11.3;0;9
25473600;19.2;11.3;0;10
25477200;19.5;10.5;0;10
25480800;14.3;11.6;0;10
25484400;13.3;12.5;0;10
25488000;12.9;12.6;0;10
25491600;12.7;12.4;0;10
25495200;12.5;12.3;0;10
25498800;12.2;12;0;10
25502400;12;11.8;0;10
25506000;11.7;11.5;0;10
25509600;11.6;11.3;0;10
25513200;11.9;11.3;0;10
25516800;12;11;5;10
25520400;12;10;33;10
25524000;12.3;11.4;134;9
25527600;14.1;10.7;266;7
25531200;15.6;11;383;6
25534800;17.1;10.5;450;5
25538400;18;10;420;5
25542000;18.6;8.3;342;5
25545600;18.9;8.8;224;5
25549200;18.5;8.5;99;4
25552800;17;8.2;11;2
25556400;15.8;8.5;0;1
25560000;14;8;0;1
25563600;12.9;8.6;0;1
25567200;12.8;8.1;0;1
25570800;12.1;8.2;0;6
25574400;13.2;8.1;0;4
25578000;13.2;8.1;0;2
25581600;12.8;8.1;0;9
25585200;12.9;8;0;9
25588800;13.1;7.1;0;9
25592400;15.8;7.6;0;9
25596000;16.1;7.6;0;10
25599600;16.1;9.5;0;10
25603200;17.1;10.5;4;10
25606800;18.1;12.1;62;9
25610400;18;11.8;132;9
25614000;17.2;11.7;191;9
25617600;18.7;12.7;120;10
25621200;19.1;12.8;125;10
25624800;19.1;13.3;117;10
25628400;19.3;13.2;94;10
25632000;18.3;14;61;10
25635600;19.1;12.8;25;10
25639200;17.9;13.6;2;10
25642800;14.2;11;0;10
25646400;13.8;11;0;9
25650000;13.6;11.1;0;9
25653600;13.1;11.5;0;9
25657200;17.8;11.1;0;7
25660800;17.4;11.4;0;5
25664400;17.3;11.8;0;6
25668000;15.8;13.1;0;7
25671600;16.6;12.2;0;7
25675200;16.7;12.6;0;8
25678800;16.3;13.2;0;9
25682400;14.4;10;0;9
25686000;14.5;12.9;0;10
25689600;14.1;13;4;10
25693200;14.6;13.1;60;9
25696800;14.2;13.2;129;9
25700400;14.9;13.3;188;9
25704000;15.6;11.2;226;9
25707600;14.5;13;236;9
25711200;14.5;12.5;302;7
25714800;14.7;13.2;243;7
25718400;15;14;213;5
25722000;16;13;84;5
25725600;16.7;11.6;8;4
25729200;16.6;10.9;0;4
25732800;15;11;0;2
25736400;15;11;0;2
25740000;14.8;10;0;2
25743600;15;10;0;2
25747200;14.2;8.8;0;0
25750800;14.5;9.1;0;0
25754400;13;9;0;1
25758000;11.6;9.2;0;2
25761600;10.2;9;0;4
25765200;11;10;0;5
25768800;11;9;0;6
25772400;11.3;9.4;0;7
25776000;11.5;9.6;10;7
25779600;12.5;10.2;80;7
25783200;14.7;10.9;175;7
25786800;16.5;10.6;256;7
25790400;19;10;370;6
25794000;20.1;9.9;388;6
25797600;19.3;10.3;360;6
25801200;20.3;10.1;290;6
25804800;19.6;9.8;187;6
25808400;19.1;10.1;72;6
25812000;16.9;11.4;6;6
25815600;14.5;11.6;0;2
25819200;13.7;11.2;0;2
25822800;13.5;9.6;0;4
25826400;12.3;10.4;0;4
25830000;11.6;10;0;0
25833600;10.6;9.7;0;0
25837200;10.1;9.5;0;0
25840800;9.6;9.1;0;0
25844400;8.8;8.3;0;0
25848000;8.4;8.1;0;0
25851600;8;7.6;0;0
25855200;8.6;8.3;0;0
25858800;8.5;8.2;0;1
25862400;7.3;7;14;2
25866000;10;9.7;116;2
25869600;12.1;9.7;260;2
25873200;13.1;10.1;383;2
25876800;14.3;9.5;461;1
25880400;15.5;10.1;484;1
25884000;16.7;10.5;449;1
25887600;19;10.6;355;2
25891200;18;10.9;230;1
25894800;17.2;11;87;1
25898400;15;11;7;2
25902000;14.3;10.1;0;2
25905600;12.7;10.2;0;2
25909200;12.8;11.2;0;2
25912800;12.1;10.8;0;0
25916400;10.9;10.1;0;0
25920000;11.4;10.5;0;0
25923600;11.8;10.2;0;0
25927200;10.9;9.8;0;0
25930800;10.5;9.6;0;0
25934400;10.4;9.9;0;0
25938000;9.9;9.3;0;0
25941600;11.2;9.6;0;0
25945200;10;8.4;0;2
25948800;9.7;9.1;13;3
25952400;11.9;10.8;104;4
25956000;14.1;11.1;222;5
25959600;16.2;10.5;300;6
25963200;18.2;11;360;6
25966800;20.3;11.5;378;6
25970400;19.5;12.3;350;6
25974000;20.1;12.1;280;6
25977600;19.7;12.7;148;7
25981200;19;13.2;40;9
25984800;18;13.9;3;9
25988400;17.2;14;0;9
25992000;16.5;14;0;9
25995600;16;13.7;0;9
25999200;15.3;13.7;0;9
26002800;15.4;13.2;0;9
26006400;14.8;13;0;9
26010000;13.9;13.1;0;9
26013600;13.5;12.4;0;7
26017200;13.5;12.4;0;7
26020800;14;11.3;0;6
26024400;11.9;10.8;0;4
26028000;12.1;11.2;0;4
26031600;11.7;11.2;0;9
26035200;11.4;10.9;6;9
26038800;13.1;12.8;52;9
26042400;15.2;13.4;120;9
26046000;16.4;13.3;178;9
26049600;16.8;13.5;214;9
26053200;17.4;12.7;225;9
26056800;18.6;13.5;208;9
26060400;19;13.4;166;9
26064000;18.5;14.2;105;9
26067600;17.7;14.6;20;10
26071200;16.6;14.1;1;10
26074800;15.9;13.9;0;10
26078400;17.5;10.4;0;10
26082000;17.7;10.1;0;8
26085600;16.7;9.9;0;6
26089200;17.3;10.4;0;6
26092800;17.1;10.2;0;7
26096400;16.7;10.3;0;9
26100000;18;9.6;0;9
26103600;17.7;9.6;0;9
26107200;17.1;9.5;0;9
26110800;18.2;8.7;0;9
26114400;18.6;8.6;0;9
26118000;18.1;8.9;0;9
26121600;18;9.6;6;9
26125200;18.3;10.3;51;9
26128800;18.7;11;118;9
26132400;19;11.6;176;9
26136000;19.8;11.8;212;9
26139600;21;10.2;307;7
26143200;21.6;10.7;342;6
26146800;22.9;10.7;305;5
26150400;22.8;10.3;191;5
26154000;21.4;9.9;60;6
26157600;20;10.1;3;7
26161200;19.3;10.3;0;6
26164800;19.1;10.6;0;6
26168400;18.7;11.3;0;9
26172000;19.6;11.6;0;9
26175600;19.2;12;0;6
26179200;18.9;12.2;0;7
26182800;18.5;12.3;0;8
26186400;17.7;12.8;0;9
26190000;16.7;12.6;0;6
26193600;15.2;12;0;7
26197200;13.7;9.5;0;8
26200800;13.1;8.8;0;9
26204400;13.1;6.9;0;9
26208000;13.4;7.1;7;7
26211600;13.7;7.3;81;6
26215200;14;8;215;5
26218800;14.1;7.6;323;5
26222400;14.9;6.7;419;4
26226000;15.9;6.1;453;3
26229600;16.4;5.1;426;2
26233200;16.6;5.3;341;1
26236800;16.3;5.3;213;1
26240400;15.3;6.3;74;0
26244000;13;7.2;5;0
26247600;11.8;6.7;0;0
26251200;11.3;6.8;0;0
26254800;10.8;6.8;0;0
26258400;10.2;6.7;0;0
26262000;9.7;6.7;0;0
26265600;9.2;6.7;0;0
26269200;9;6.8;0;0
26272800;8.9;6.9;0;0
26276400;8.8;6.9;0;0
26280000;8.7;7;0;0
26283600;8.5;7;0;0
26287200;8.1;7;0;1
26290800;8.2;6.5;0;1
26294400;8;7;8;1
26298000;10;7;81;1
26301600;11.9;7.2;211;1
26305200;13;7;331;1
26308800;13;7;408;1
26312400;14;7.1;430;1
26316000;15;7;396;1
26319600;15;6;308;0
26323200;14.8;6.1;182;0
26326800;14;7;56;1
26330400;13;7;3;2
26334000;12.2;6.9;0;2
26337600;12;6;0;2
26341200;12;6;0;1
26344800;11.9;6.8;0;0
26348400;12;7;0;0
26352000;11;7;0;1
26355600;11.2;7.7;0;1
26359200;11;7;0;1
26362800;11;7;0;1
26366400;11.1;7.2;0;1
26370000;11;7;0;4
26373600;12;8;0;6
26377200;12.1;8;0;9
26380800;12;8.8;3;9
26384400;12;9;26;10
26388000;11.6;10.2;52;10
26391600;12;11;81;10
26395200;12;11;100;10
26398800;11.8;11.2;106;10
26402400;12;11;97;10
26406000;12;11;75;10
26409600;12.4;11.1;44;10
26413200;12;11;13;10
26416800;13;11;1;10
26420400;12.3;11.2;0;10
26424000;12;11;0;10
26427600;12;11;0;9
26431200;12.5;11.4;0;9
26434800;13;12;0;9
26438400;13;12;0;10
26442000;12.7;11.9;0;10
26445600;13;12;0;9
26449200;13;12;0;9
26452800;12.3;11.7;0;8
26456400;13;12;0;7
26460000;13;12;0;7
26463600;12.7;11.8;0;6
26467200;13;12;6;6
26470800;14;12;61;6
26474400;14.9;12.6;169;6
26478000;16;13;272;5
26481600;17;13;343;5
26485200;17.8;12.7;368;5
26488800;18;12;347;5
26492400;17;12;274;4
26496000;17.2;11.9;163;4
26499600;16;12;43;5
26503200;16;12;2;7
26506800;16;11.6;0;9
26510400;15;12;0;9
26514000;16;13;0;10
26517600;15.8;13.1;0;10
26521200;15;13;0;10
26524800;15;13;0;10
26528400;14.6;12.1;0;10
26532000;14;12;0;10
26535600;14;12;0;10
26539200;13.9;12.3;0;10
26542800;14;12;0;10
26546400;14;12;0;10
26550000;11.4;10.9;0;10
26553600;11;10;3;9
26557200;10;10;39;8
26560800;10.4;7.5;129;7
26564400;11;8;236;7
26568000;11;8;323;6
26571600;13.2;8.9;365;5
26575200;14;7;335;5
26578800;14;4;259;5
26582400;13.6;3.7;150;5
26586000;13;4;40;6
26589600;12;5;2;7
26593200;11;4.7;0;7
26596800;10;6;0;7
26600400;9;5;0;7
26604000;8.3;5.4;0;7
26607600;9;6;0;7
26611200;8;5;0;6
26614800;7.3;5.4;0;5
26618400;7.1;5;0;4
26622000;7;5;0;3
26625600;5.9;4.2;0;2
26629200;5.9;4.2;0;3
26632800;6;5;0;3
26636400;4.9;4.2;0;4
26640000;6;5;5;4
26643600;6;5;61;5
26647200;6.8;5.1;163;6
26650800;8;5;245;6
26654400;10;4;282;7
26658000;11.1;3.6;269;7
26661600;11;4;225;8
26665200;10;4;156;8
26668800;9.5;5.5;79;9
26672400;9;5;22;9
26676000;8;5;1;9
26679600;6.5;5.1;0;9
26683200;5;5;0;9
26686800;6;5;0;10
26690400;5.8;5.2;0;10
26694000;6;5;0;10
26697600;6;5;0;9
26701200;6.1;5.1;0;9
26704800;6;4;0;9
26708400;6;4;0;9
26712000;5.4;3.7;0;9
26715600;5;3;0;8
26719200;5;3;0;8
26722800;4.8;2.8;0;7
26726400;4;3;3;8
26730000;5;3;36;8
26733600;5.3;3;90;9
26737200;6;4;165;8
26740800;6;4;230;8
26744400;6.4;3.6;265;7
26748000;7;3;222;8
26751600;7;3;153;8
26755200;6.4;3.2;77;9
26758800;6;3;24;8
26762400;6;2;1;8
26766000;5.7;2.7;0;7
26769600;5;2;0;6
26773200;4;2;0;5
26776800;3;2;0;4
26780400;2;2;0;3
26784000;2;1;0;2
26787600;1.9;1.2;0;1
26791200;1;1;0;1
26794800;2;1;0;2
26798400;0.7;0.3;0;2
26802000;0;0;0;2
26805600;1;1;0;2
26809200;0.7;0.4;0;2
26812800;1;1;4;5
26816400;2;2;47;7
26820000;2.9;0;88;9
26823600;5;1;144;9
26827200;6.1;0.4;180;9
26830800;7.2;0.6;191;9
26834400;8;0;175;9
26838000;8;2;133;9
26841600;8.2;2.2;75;9
26845200;8;3;20;9
26848800;8;3;1;9
26852400;7.5;3.7;0;9
26856000;8;3;0;9
26859600;8;3;0;9
26863200;7.6;3.1;0;9
26866800;8;3;0;9
26870400;7;3;0;10
26874000;7.1;3.3;0;10
26877600;7;4;0;9
26881200;7;4;0;7
26884800;6.8;3.1;0;6
26888400;7;4;0;7
26892000;7;3;0;8
26895600;6.5;3.1;0;9
26899200;7;3;2;9
26902800;7;4;20;10
26906400;7.3;3.7;45;10
26910000;9.6;5.8;74;10
26913600;9;5;137;9
26917200;10.3;5.3;187;9
26920800;11;4;146;9
26924400;11;5;90;10
26928000;10.8;4.3;38;10
26931600;11;5;10;10
26935200;10;5;0;10
26938800;9.6;5;0;10
26942400;10;4;0;10
26946000;9;5;0;10
26949600;9.3;4.7;0;10
26953200;9;5;0;10
26956800;9;5;0;9
26960400;8.5;4.7;0;9
26964000;9;4;0;8
26967600;8;4;0;8
26971200;8.6;4.4;0;7
26974800;8;5;0;8
26978400;8;5;0;9
26982000;8.4;5;0;10
26985600;8;6;1;10
26989200;8;6;14;10
26992800;8.4;6.2;44;10
26996400;8;6;96;10
27000000;9;6;148;9
