#C1 Time in seconds. Beginning of a year is 0s.;#C2 Dry bulb temperature in Celsius at indicated time;#C3 Dew point temperature in Celsius at indicated time;#C9 Global horizontal radiation in Wh/m2;#C18 Total sky cover at indicated time
3898800;9;3;0;10
3902400;8.3;3.8;0;10
3906000;8;4;0;10
3909600;8;4;0;9
3913200;8.1;4.6;0;9
3916800;7;5;0;9
3920400;4;2;17;10
3924000;2.9;1.5;48;10
3927600;2;1;83;10
3931200;2;0;110;10
3934800;2;0;123;10
3938400;1;0;121;10
3942000;1;-1;106;10
3945600;1;-0.8;77;10
3949200;0;-1;41;10
3952800;0;-2;7;10
3956400;-0.5;-2.2;0;10
3960000;-1;-3;0;10
3963600;-1;-3;0;10
3967200;-1;-2.8;0;10
3970800;-1;-3;0;10
3974400;-1;-3;0;10
3978000;-1.4;-3.4;0;10
3981600;-1;-3;0;10
3985200;-1;-3;0;10
3988800;-1.6;-3.4;0;10
3992400;-2;-4;0;10
3996000;-2;-4;0;10
3999600;-1.8;-3.5;0;10
4003200;-2;-3;0;10
4006800;-2;-4;14;10
4010400;-1.8;-3.3;50;10
4014000;-2;-3;85;10
4017600;-1;-3;112;10
4021200;-0.8;-2.8;125;10
4024800;0;-2;123;10
4028400;0;-3;107;10
4032000;0.1;-1.9;79;10
4035600;0;-2;42;10
4039200;0;-2;8;10
4042800;-0.3;-1.8;0;10
4046400;0;-1;0;10
4050000;0;-1;0;10
4053600;-0.1;-1.2;0;10
4057200;0;-2;0;10
4060800;0;-2;0;10
4064400;-0.1;-1.6;0;10
4068000;0;-2;0;10
4071600;0;-2;0;10
4075200;-0.4;-1.7;0;10
4078800;0;-1;0;10
4082400;0;-1;0;10
4086000;-0.2;-1.4;0;10
4089600;0;-1;0;10
4093200;0;-1;14;10
4096800;-0.2;-1.4;51;10
4100400;0;-1;87;10
4104000;1;0;113;10
4107600;0.8;-0.5;126;10
4111200;1;-1;125;10
4114800;0;-1;109;10
4118400;-0.1;-1.4;80;10
4122000;0;-2;43;10
4125600;-1;-2;8;10
4129200;-0.8;-1.9;0;10
4132800;-1;-2;0;10
4136400;-1;-2;0;10
4140000;-1;-1.3;0;10
4143600;-1;-1;0;10
4147200;-1;-1;0;10
4150800;-1;-2.2;0;10
4154400;-1;-2;0;10
4158000;-1;-3;0;10
4161600;-2.1;-3.5;0;10
4165200;-2;-3;0;10
4168800;-3;-4;0;10
4172400;-2.6;-4.2;0;10
4176000;-3;-5;1;10
4179600;-3.3;-5.4;15;10
4183200;-3.6;-6.1;53;10
4186800;-4;-6;89;10
4190400;-3;-7;116;10
4194000;-3;-6.6;129;10
4197600;-2;-6;169;10
4201200;-2;-7;181;9
4204800;-1.4;-5.9;156;9
4208400;-1;-6;85;9
4212000;-2;-6;18;9
4215600;-1.6;-6.9;0;9
4219200;-2;-8;0;9
4222800;-3;-9;0;9
4226400;-3.7;-9;0;9
4230000;-5;-10;0;9
4233600;-5;-10;0;9
4237200;-5.2;-10.1;0;9
4240800;-6;-11;0;9
4244400;-6;-11;0;9
4248000;-6.8;-11.5;0;9
4251600;-7;-11;0;7
4255200;-8;-12;0;5
4258800;-8.1;-12.1;0;4
4262400;-8;-12;3;3
4266000;-8;-12;64;3
4269600;-7.2;-11.3;213;2
4273200;-6;-10;359;2
4276800;-5;-10;468;2
4280400;-4;-9.2;522;1
4284000;-4;-9;508;2
4287600;-3;-8;427;4
4291200;-2.8;-8.8;296;5
4294800;-3;-9;145;6
4298400;-3;-9;26;7
4302000;-3.3;-8.6;0;9
4305600;-4;-9;0;7
4309200;-4;-9;0;5
4312800;-4.4;-9.8;0;4
4316400;-5;-9;0;2
4320000;-6;-10;0;1
4323600;-5.9;-10.1;0;0
4327200;-6.3;-10.3;0;0
4330800;-6.8;-10.6;0;0
4334400;-7.2;-10.8;0;0
4338000;-7.6;-11;0;0
4341600;-8.1;-11.2;0;0
4345200;-8.5;-11.4;0;0
4348800;-7.6;-11;3;0
4352400;-6.8;-10.7;70;0
4356000;-5.9;-10.4;222;0
4359600;-4.6;-10.2;369;0
4363200;-3.2;-10;477;0
4366800;-1.9;-9.8;530;0
4370400;-1.6;-9.6;523;1
4374000;-1.2;-9.5;455;2
4377600;-0.9;-9.3;334;2
4381200;-1.5;-8.6;183;3
4384800;-2.2;-8;41;3
4388400;-2.8;-7.4;0;4
4392000;-3.4;-7.4;0;4
4395600;-3.9;-7.3;0;5
4399200;-4.5;-7.3;0;5
4402800;-4.5;-7.5;0;5
4406400;-4.4;-7.6;0;6
4410000;-4.4;-7.8;0;6
4413600;-4.7;-7.7;0;4
4417200;-4.9;-7.7;0;2
4420800;-5.2;-7.6;0;0
4424400;-5.6;-7.7;0;0
4428000;-6.1;-7.9;0;1
4431600;-6.5;-8;0;1
4435200;-5.8;-7.6;4;1
4438800;-5;-7.2;73;0
4442400;-4.3;-6.8;227;0
4446000;-3.1;-6.9;374;0
4449600;-1.8;-7.1;481;0
4453200;-0.6;-7.2;535;0
4456800;0.1;-7.9;529;0
4460400;0.9;-7.5;463;0
4464000;1.6;-6.2;345;0
4467600;0.6;-7.1;193;0
4471200;-0.3;-6.1;46;0
4474800;-1.3;-6.1;1;0
4478400;-2;-6.3;0;0
4482000;-2.8;-6.6;0;0
4485600;-3.5;-6.8;0;0
4489200;-3.9;-7;0;0
4492800;-4.4;-7.3;0;0
4496400;-4.8;-7.5;0;0
4500000;-4.9;-7.5;0;0
4503600;-5.1;-7.4;0;0
4507200;-5.2;-7.4;0;0
4510800;-5.3;-7.7;0;0
4514400;-5.3;-8;0;0
4518000;-5.4;-8.4;0;0
4521600;-4.8;-8.2;4;0
4525200;-4.2;-8.1;77;0
4528800;-3.6;-7.9;232;0
4532400;-2.3;-7.3;380;0
4536000;-1;-7;487;0
4539600;0.1;-6.1;540;0
4543200;1;-6;534;0
4546800;2;-5;467;0
4550400;2.9;-4.6;349;0
4554000;3;-4;197;0
4557600;3;-4;49;0
4561200;0.9;-4.9;1;0
4564800;1;-5;0;0
4568400;0;-5;0;0
4572000;-1.2;-4.9;0;0
4575600;-2;-5;0;0
4579200;-3;-5;0;0
4582800;-3.2;-5.4;0;0
4586400;-3;-5;0;0
4590000;-4;-6;0;0
4593600;-4.1;-5.9;0;0
4597200;-4;-6;0;0
4600800;-4;-6;0;0
4604400;-5;-6.9;0;0
4608000;-5;-7;5;0
4611600;-3;-5;81;1
4615200;-0.3;-3.9;236;1
4618800;0;-3;377;2
4622400;1;-3;465;4
4626000;2.5;-3.9;482;5
4629600;5;-3;500;4
4633200;5;-5;455;3
4636800;4.7;-4.9;349;2
4640400;3.7;-5.6;200;2
4644000;2.8;-5.5;52;2
4647600;1.9;-5.5;1;1
4651200;0.9;-5.4;0;1
4654800;0;-4.6;0;0
4658400;-1;-4.6;0;0
4662000;-1.5;-4.8;0;0
4665600;-2;-5;0;0
4669200;-2.5;-5.2;0;0
4672800;-3;-5;0;0
4676400;-3;-5;0;0
4680000;-3.2;-5.2;0;0
4683600;-3;-5;0;0
4687200;-3;-5;0;0
4690800;-4.1;-5.8;0;0
4694400;-4;-6;6;1
4698000;-3;-5;85;2
4701600;-0.1;-2.7;238;2
4705200;2;-2;385;2
4708800;4;-3;495;2
4712400;5;-3;549;1
4716000;7;-4;543;1
4719600;8;-5;478;1
4723200;7.5;-4.8;360;1
4726800;7;-3;206;1
4730400;6;-1;55;1
4734000;4.9;-2.3;1;1
4737600;2;-3;0;1
4741200;2;-3;0;0
4744800;1.8;-3;0;0
4748400;0;-3;0;0
4752000;0;-3;0;0
4755600;0.5;-3.2;0;0
4759200;0;-3;0;0
4762800;1;-3;0;0
4766400;2;-3;0;0
4770000;1;-3;0;2
4773600;1;-3;0;4
4777200;1.2;-3;0;6
4780800;2;-3;5;7
4784400;4;-2;54;8
4788000;2.2;-2;118;9
4791600;3;-1;189;9
4795200;7;0;239;9
4798800;9.5;-0.5;265;9
4802400;10;-1;262;9
4806000;10;-1;230;9
4809600;10.3;-1.8;174;9
4813200;10;-1;100;9
4816800;8;0;28;9
4820400;6.5;0.4;1;9
4824000;6;1;0;7
4827600;5;1;0;5
4831200;5;1.3;0;4
4834800;4;1;0;4
4838400;3;0;0;4
4842000;5.2;1.3;0;4
4845600;3;0;0;4
4849200;3;1;0;4
4852800;2.8;0.2;0;4
4856400;2;0;0;4
4860000;1;-1;0;5
4863600;1.9;0.4;0;5
4867200;0;-2;6;6
4870800;1;0;70;7
4874400;4.3;2;165;7
4878000;6;3;261;7
4881600;10;4;331;7
4885200;12.8;4;365;7
4888800;13.9;2.7;332;8
4892400;15;1;264;8
4896000;14.8;-0.2;176;9
4899600;12;3;102;9
4903200;10;3;29;9
4906800;9.1;2.4;1;9
4910400;10;2;0;9
4914000;9;1;0;9
4917600;8;1.3;0;9
4921200;8;1;0;9
4924800;7;1;0;9
4928400;7;1.2;0;9
4932000;6;1;0;9
4935600;6;2;0;9
4939200;6.4;1.8;0;9
4942800;5;1;0;9
4946400;5;2;0;9
4950000;5.6;1.7;0;9
4953600;6;2;4;9
4957200;6;3;47;9
4960800;7.3;2.8;123;9
4964400;8;3;193;9
4968000;10;3;245;9
4971600;10.3;3.4;269;9
4975200;11;3;227;9
4978800;11;3;163;10
4982400;10.6;3.8;93;10
4986000;10;4;55;10
4989600;9;5;16;10
4993200;8.8;5;1;10
4996800;8;4;0;10
5000400;7;4;0;9
5004000;6.9;3.9;0;9
5007600;6;3;0;6
5011200;5;2;0;4
5014800;4.1;2.2;0;1
5018400;4;2;0;2
5022000;4;3;0;2
5025600;4.2;2.1;0;2
5029200;5;3;0;4
5032800;4;2;0;6
5036400;3.6;1.9;0;7
5040000;5;3;8;5
5043600;6;4;98;3
5047200;9.2;5.1;262;1
5050800;11;6;406;2
5054400;12;6;503;3
5058000;13.3;4.8;540;4
5061600;14;4;548;3
5065200;14;4;492;2
5068800;14.2;3.6;378;1
5072400;13.1;3.5;223;1
5076000;12;4;68;1
5079600;9.9;3.3;3;1
5083200;9.5;3.4;0;1
5086800;9.2;3.6;0;1
5090400;8.8;3.8;0;1
5094000;8.3;3.9;0;1
5097600;7.7;4.1;0;0
5101200;7.1;4.3;0;5
5104800;6.7;4.5;0;7
5108400;6.3;4.6;0;9
5112000;6.1;4.8;0;9
5115600;6;4.9;0;9
5119200;5.8;5;0;9
5122800;5.8;5.2;0;9
5126400;6.3;5.1;5;9
5130000;6.9;5;53;9
5133600;7.4;4.9;130;9
5137200;7.9;4.1;201;9
5140800;8.4;3.2;253;9
5144400;8.9;2.3;278;9
5148000;9.2;1.4;312;8
5151600;9.5;0.5;307;8
5155200;9.8;-0.4;256;7
5158800;9;0;176;7
5162400;8.2;0.4;62;6
5166000;7.4;0.8;3;5
5169600;7.2;0.8;0;5
5173200;7.1;0.8;0;5
5176800;6.9;0.8;0;5
5180400;6.7;1.2;0;6
5184000;6.4;1.5;0;7
5187600;6.2;1.9;0;7
5191200;6;1.9;0;8
5194800;5.8;1.9;0;8
5198400;5.6;1.9;0;9
5202000;5.3;2;0;9
5205600;5;2;0;9
5209200;4.7;2.1;0;9
5212800;5;2;6;9
5216400;7;1.6;66;8
5220000;9.1;1.3;184;7
5223600;10.1;1.9;259;8
5227200;11;2.5;291;8
5230800;12;3;281;9
5234400;11.7;2.1;278;9
5238000;11.5;1.1;246;9
5241600;11.2;0;189;9
5245200;10.3;0.4;189;6
5248800;9.3;0.7;74;4
5252400;8.4;1.1;4;1
5256000;7.7;1;0;1
5259600;6.9;0.9;0;0
5263200;6.2;0.9;0;0
5266800;5.6;0.7;0;0
5270400;4.9;0.5;0;0
5274000;4.3;0.3;0;0
5277600;3.6;0.1;0;0
5281200;3;0;0;0
5284800;2.3;0;0;0
5288400;2.9;0.2;0;3
5292000;3.4;0.4;0;6
5295600;4;0.7;0;9
5299200;5.9;1.1;8;7
5302800;7.7;1.4;96;6
5306400;9.6;1.8;254;5
5310000;11.5;1.7;361;6
5313600;13.5;1.6;408;7
5317200;15.4;1.5;391;7
5320800;15.5;0.9;354;8
5324400;15.5;0.4;283;8
5328000;15.6;-0.2;192;9
5331600;15;0.4;100;9
5335200;14.3;1.1;27;10
5338800;13.7;1.7;1;10
5342400;13;5;0;9
5346000;13;4;0;9
5349600;12.7;4.7;0;10
5353200;12.2;5.3;0;9
5356800;11.8;5.9;0;7
5360400;11.3;6.4;0;6
5364000;11;6.4;0;7
5367600;10.7;6.4;0;7
5371200;10.4;6.4;0;7
5374800;10.7;6.7;0;8
5378400;11;7;0;9
5382000;10.5;6.5;0;9
5385600;11.1;6.7;6;9
5389200;11.6;6.8;41;10
5392800;12.2;6.9;73;10
5396400;13;7;210;9
5400000;13.6;6.4;202;9
5403600;14.3;5.7;150;10
5407200;14.2;6.1;148;10
5410800;14.1;6.5;131;10
5414400;14;6.8;101;10
5418000;14;6.8;82;10
5421600;14;6.8;34;9
5425200;14;6.8;2;9
5428800;13.7;6.8;0;9
5432400;13.5;6.8;0;9
5436000;13.2;6.8;0;9
5439600;13.2;6.8;0;9
5443200;13.2;6.8;0;9
5446800;13.2;6.8;0;9
5450400;13.1;7.1;0;9
5454000;12.9;7.4;0;10
5457600;12.8;7.7;0;10
5461200;11.4;7;0;10
5464800;10;6.2;0;9
5468400;8.6;5.4;0;9
5472000;9;4.3;9;8
5475600;9.5;3.1;92;7
5479200;9.9;1.8;236;6
5482800;10.4;1;386;5
5486400;11;0.2;508;5
5490000;11.5;-0.6;579;4
5493600;11.9;-1.1;580;3
5497200;12.2;-1.5;521;3
5500800;12.6;-1.7;407;2
5504400;11.5;-1.3;252;2
5508000;10.3;-0.6;89;2
5511600;9.2;0.1;6;1
5515200;8.2;0.2;0;2
5518800;7.3;0.3;0;2
5522400;6.3;0.4;0;2
5526000;6.1;0.5;0;4
5529600;5.8;0.6;0;6
5533200;5.6;0.8;0;7
5536800;5.1;0.5;0;7
5540400;4.5;0.3;0;7
5544000;4;0;0;7
5547600;4;-0.3;0;7
5551200;4.1;-0.6;0;7
5554800;4.1;-0.7;0;7
5558400;5.5;-0.5;12;7
5562000;6.9;-0.2;103;7
5565600;8.3;0.1;242;6
5569200;10.4;-1.7;362;6
5572800;12.5;-3.7;449;6
5576400;14.6;-5.2;491;6
5580000;15.4;-7.1;461;7
5583600;16.1;-8.3;385;7
5587200;16.9;-8.3;278;7
5590800;16.1;-7.7;197;7
5594400;15.2;-6;77;6
5598000;14.4;-3.9;6;5
5601600;14;-4.5;0;3
5605200;13.6;-4.6;0;2
5608800;13.2;-4;0;0
5612400;11.5;-3.2;0;0
5616000;9.8;-1.9;0;0
5619600;8.1;-0.6;0;0
5623200;8.1;-0.3;0;0
5626800;8.1;0.2;0;1
5630400;8.1;0.6;0;1
5634000;8;0.6;0;2
5637600;7.8;0.6;0;2
5641200;7.7;0.7;0;2
5644800;9;1;16;5
5648400;11;1.5;103;7
5652000;13;2;149;9
5655600;13.4;3.6;188;9
5659200;13.9;5.1;188;10
5662800;14.3;6.4;154;10
5666400;14.5;6.1;152;10
5670000;14.8;5.8;135;10
5673600;15;5.5;105;10
5677200;14.8;5.4;65;10
5680800;14.6;5.3;24;10
5684400;14.4;5.2;2;10
5688000;13.7;5.4;0;8
5691600;13;5.6;0;7
5695200;12.3;5.7;0;5
5698800;11.9;4.6;0;6
5702400;11.6;3.3;0;6
5706000;11.2;2;0;7
5709600;11;1.8;0;7
5713200;10.9;1.7;0;8
5716800;10.7;1.5;0;9
5720400;10.8;1.9;0;9
5724000;10.9;2.4;0;9
5727600;11;2.8;0;9
5731200;10.6;4;9;9
5734800;10.3;5.2;70;9
5738400;9.9;6.2;151;9
5742000;9.6;6.5;190;9
5745600;9.3;6.8;190;10
5749200;9;7;156;10
5752800;9.2;7.5;153;10
5756400;9.3;8;136;10
5760000;9.5;8.4;106;10
5763600;9;8;127;9
5767200;8.5;7.9;47;9
5770800;8.1;7.7;4;9
5774400;8;8;0;9
5778000;7.5;7;0;9
5781600;7;5.8;0;9
5785200;6.9;5.9;0;9
5788800;6.8;6;0;9
5792400;6.6;6;0;9
5796000;6.5;6.1;0;9
5799600;6.4;6.2;0;9
5803200;6.3;6.2;0;9
5806800;6.1;5.9;0;9
5810400;5.9;5.5;0;10
5814000;5.7;5.1;0;10
5817600;6;6;10;9
5821200;6.1;5.3;56;9
5824800;6.2;4.5;81;10
5828400;5.6;3.7;119;10
5832000;5;2.8;146;10
5835600;4.4;1.8;159;10
5839200;4.3;0.9;277;9
5842800;4.2;-0.1;335;8
5846400;4.1;-1.2;317;7
5850000;4.1;-2.4;227;6
5853600;4;-3.6;94;5
5857200;3.9;-4.3;8;4
5860800;3.2;-5.4;0;2
5864400;2.6;-5.9;0;1
5868000;1.9;-5.5;0;0
5871600;1.5;-6.6;0;0
5875200;1.1;-6.9;0;0
5878800;0.7;-6.2;0;0
5882400;0.3;-6.9;0;0
5886000;-0.1;-5.7;0;0
5889600;-0.5;-5.5;0;0
5893200;-0.7;-5.6;0;0
5896800;-0.9;-5.8;0;0
5900400;-1.1;-5.9;0;0
5904000;-0.2;-5.9;23;0
5907600;0.8;-6.8;160;0
5911200;1.7;-5.9;335;0
5914800;3.1;-7.3;489;0
5918400;4.6;-7.8;597;1
5922000;6;-7.2;647;1
5925600;7;-8.5;623;3
5929200;7.9;-8.7;518;5
5932800;8.9;-7.7;352;6
5936400;8.1;-7.4;199;7
5940000;7.2;-6;65;8
5943600;6.4;-4.1;4;9
5947200;5.7;-4.7;0;9
5950800;4.9;-4.7;0;9
5954400;4.2;-4;0;9
5958000;3.8;-4.1;0;9
5961600;3.4;-3.6;0;10
5965200;3;-2.7;0;10
5968800;2.9;-3.4;0;10
5972400;2.9;-3.6;0;10
5976000;2.8;-3.3;0;10
5979600;2.9;-2.3;0;10
5983200;3;-1;0;10
5986800;3.1;0.3;0;10
5990400;2.7;0.6;6;10
5994000;2.3;1;41;10
5997600;1.9;1.3;84;10
6001200;2.9;1.6;181;9
6004800;4;2;284;9
6008400;4.6;2.5;161;10
6012000;5.6;3.2;159;10
6015600;6.6;3.8;141;10
6019200;7.6;4.4;111;10
6022800;6.5;4.2;70;10
6026400;5.4;4.1;28;10
6030000;4.3;3.9;2;10
6033600;4.3;4;0;10
6037200;4.4;4;0;10
6040800;4.4;4.1;0;10
6044400;4.5;4.3;0;10
6048000;4.6;4.4;0;10
6051600;4.7;4.6;0;10
6055200;4.8;4.3;0;10
6058800;4.8;4;0;10
6062400;4.9;3.6;0;10
6066000;5;4;0;10
6069600;4.5;3.4;0;10
6073200;4;2.7;0;10
6076800;3.9;2.6;6;10
6080400;3.7;2.5;42;10
6084000;3.6;2.4;86;10
6087600;3.6;2.6;124;10
6091200;3.7;2.8;150;10
6094800;3.7;3;163;10
6098400;3.7;2.9;160;10
6102000;3.6;2.8;143;10
6105600;3.6;2.7;112;10
6109200;3.6;2.4;72;10
6112800;3.6;2.1;29;10
6116400;3.6;1.8;3;10
6120000;3.8;1.9;0;9
6123600;4;2;0;9
6127200;3.7;1.6;0;10
6130800;3.7;1.6;0;10
6134400;3.6;1.5;0;10
6138000;3.6;1.5;0;10
6141600;3.3;1.3;0;10
6145200;3.1;1.1;0;9
6148800;2.8;0.9;0;9
6152400;2.5;0.8;0;9
6156000;2.1;0.7;0;10
6159600;1.8;0.6;0;10
6163200;2.1;0.7;13;9
6166800;2.5;0.8;115;7
6170400;2.8;0.9;277;6
6174000;4.2;0.1;446;5
6177600;5.7;-0.7;579;4
6181200;7.1;-1.3;651;2
6184800;7.4;-1.4;640;2
6188400;7.8;-1.2;571;2
6192000;8.1;-0.9;449;2
6195600;7.4;-1.2;282;3
6199200;6.7;-1.4;111;4
6202800;6;-1.4;10;5
6206400;4.9;-1.6;0;3
6210000;3.9;-1.5;0;2
6213600;2.8;-1.2;0;0
6217200;2.1;-1.2;0;1
6220800;1.3;-1.1;0;2
6224400;0.6;-0.8;0;2
6228000;0.4;-1.2;0;2
6231600;0.2;-1.5;0;1
6235200;0;-1.6;0;0
6238800;0.2;-1.5;0;2
6242400;0.5;-1.2;0;5
6246000;0.7;-0.7;0;7
6249600;1.7;-0.4;18;8
6253200;2.6;0.1;98;8
6256800;3.6;0.5;171;9
6260400;5.8;0.2;243;9
6264000;8;0;294;9
6267600;7.8;1.4;166;10
6271200;8.1;1.9;266;9
6274800;8.5;2.5;316;8
6278400;8.8;3;301;7
6282000;8.4;3.5;169;8
6285600;8;4;58;9
6289200;7.5;3.6;6;9
6292800;7.1;3.5;0;7
6296400;6.7;3.4;0;6
6300000;6.3;3.3;0;4
6303600;6.1;3.5;0;3
6307200;5.9;3.7;0;1
6310800;5.7;3.9;0;0
6314400;5.8;4.1;0;3
6318000;5.8;4.2;0;6
6321600;5.9;4.4;0;9
6325200;6;4;0;2
6328800;5.6;4;0;2
6332400;5.2;4;0;2
6336000;6.2;4.4;33;3
6339600;7.2;4.8;179;3
6343200;8.2;5.1;342;4
6346800;8.9;4.7;440;5
6350400;9.5;4.2;436;7
6354000;10.2;3.7;319;9
6357600;10;4;314;9
6361200;11;4;280;9
6364800;10.4;3.2;222;9
6368400;10;3;144;9
6372000;9.6;3.7;60;9
6375600;9.2;4.4;6;9
6379200;8.9;4.1;0;9
6382800;8.5;3.8;0;9
6386400;8.2;3.5;0;9
6390000;7.9;3.6;0;9
6393600;7.6;3.8;0;9
6397200;7.3;3.9;0;9
6400800;7.1;4;0;8
6404400;6.9;4.1;0;7
6408000;6.7;4.2;0;7
6411600;6.6;4.3;0;6
6415200;6.4;4.4;0;6
6418800;6.2;4.5;0;5
6422400;7;5;33;5
6426000;7.3;5.4;126;7
6429600;7.6;5.7;92;10
6433200;8.6;6.5;172;10
6436800;9.6;7.2;254;9
6440400;10.6;7.8;320;9
6444000;11;7;316;9
6447600;10.7;6.9;387;7
6451200;10.5;6.8;369;6
6454800;10.2;6.7;269;5
6458400;10;6.5;122;4
6462000;9.7;6.4;14;2
6465600;9.2;6.4;0;3
6469200;8.8;6.4;0;3
6472800;8.3;6.4;0;4
6476400;7.9;6.4;0;4
6480000;7.4;6.3;0;5
6483600;7;6.3;0;5
6487200;6.9;6.2;0;6
6490800;6.7;6.1;0;6
6494400;6.6;5.9;0;7
6498000;6.7;5.9;0;7
6501600;6.9;5.9;0;8
6505200;7;5.8;0;9
6508800;7;6;20;9
6512400;7.4;5.9;94;9
6516000;7.8;5.8;178;9
6519600;9.4;4.9;383;7
6523200;11;4;560;5
6526800;11.2;4.2;325;9
6530400;12;5;592;5
6534000;12.3;4.4;567;4
6537600;12.6;3.8;466;2
6541200;11.7;3.9;305;2
6544800;10.9;3.9;131;2
6548400;10;4;15;2
6552000;9.1;3.8;0;2
6555600;8.3;3.7;0;2
6559200;7.4;3.5;0;1
6562800;6.7;3.3;0;1
6566400;6.1;3.1;0;0
6570000;5.4;2.9;0;0
6573600;5;3;0;0
6577200;5;3;0;1
6580800;5;3;0;2
6584400;4.3;2.6;0;4
6588000;3.6;2.3;0;5
6591600;2.9;1.9;0;6
6595200;3.9;2.6;29;7
6598800;5;3.3;97;9
6602400;6;4;95;10
6606000;7.2;4.3;217;9
6609600;8.3;4.6;346;8
6613200;9.5;4.9;450;7
6616800;10.6;5.1;505;7
6620400;11.8;5.2;498;6
6624000;12.9;5.3;423;5
6627600;12.4;5.3;278;5
6631200;11.9;5.2;121;5
6634800;11.4;5.1;14;5
6638400;10.7;5.1;0;5
6642000;10;5;0;4
6645600;9.3;4.9;0;4
6649200;8.4;4.7;0;4
6652800;7.5;4.4;0;4
6656400;6.6;4.1;0;4
6660000;5.8;3.8;0;3
6663600;5.1;3.4;0;3
6667200;4.3;3;0;2
6670800;3.9;2.8;0;3
6674400;3.5;2.7;0;3
6678000;3.1;2.5;1;4
6681600;4.5;3.2;46;4
6685200;5.9;3.8;196;4
6688800;7.3;4.4;357;4
6692400;9.1;3.9;491;5
6696000;11;3.4;579;5
6699600;12.8;2.9;615;5
6703200;12.6;1.2;658;3
6706800;12.4;-0.6;611;2
6710400;12.2;-2.4;490;0
6714000;11.4;-1.7;322;0
6717600;10.7;-0.7;142;0
6721200;9.9;0.3;17;0
6724800;9.1;-0.3;0;0
6728400;8.4;-1;0;0
6732000;7.6;-1.4;0;0
6735600;6.8;-2;0;0
6739200;6;-2;0;0
6742800;4.2;-1.6;0;0
6746400;3.5;-2;0;0
6750000;2.8;-2.2;0;0
6753600;2.1;-2;0;0
6757200;1.6;-2.4;0;0
6760800;1.1;-2.5;0;0
6764400;0.6;-2.3;1;0
6768000;2.2;-2.2;53;1
6771600;3.9;-1.8;217;2
6775200;5.5;-1.2;391;2
6778800;7;-1.7;522;4
6782400;8.6;-1.9;581;5
6786000;10.1;-1.9;557;6
6789600;10.5;-2.2;645;4
6793200;10.8;-2.2;614;2
6796800;11.2;-1.9;494;0
6800400;11;-2;327;0
6804000;9.9;-2.7;146;0
6807600;8.9;-2.7;18;0
6811200;8.4;-2.4;0;0
6814800;7.9;-1.8;0;0
6818400;7.4;-1;0;0
6822000;6.9;-1.2;0;0
6825600;6.4;-1.2;0;0
6829200;5.9;-1;0;0
6832800;5.4;-0.5;0;0
6836400;4.9;0.2;0;0
6840000;4.4;0.9;0;0
6843600;4.7;1.6;0;1
6847200;5;2.3;0;2
6850800;5.3;3;1;4
6854400;6.2;3.7;54;4
6858000;7.2;4.3;210;4
6861600;8.1;4.9;379;4
6865200;9.1;4.4;523;4
6868800;10.2;3.9;623;4
6872400;11.2;3.3;669;4
6876000;11.6;2.9;667;3
6879600;12;2.4;605;3
6883200;12.4;2;487;2
6886800;11.7;1.4;326;2
6890400;10.9;0.7;148;2
6894000;10.2;0;19;1
6897600;9;0;0;1
6901200;8.2;-0.5;0;0
6904800;7.4;-0.8;0;0
6908400;6.1;-0.9;0;0
6912000;4.9;-0.9;0;0
6915600;3.6;-0.8;0;0
6919200;2.8;-1.5;0;0
6922800;2;-2.1;0;0
6926400;1.2;-2.4;0;0
6930000;0.5;-3;0;0
6933600;-0.2;-2.7;0;0
6937200;-0.9;-2.9;2;0
6940800;0.6;-3.4;62;0
6944400;2.2;-3.5;231;0
6948000;3.7;-3.5;412;0
6951600;5.2;-3.6;566;0
6955200;6.8;-3.6;671;0
6958800;8.3;-3.2;719;0
6962400;9;-4.4;707;0
6966000;9.8;-5.1;634;0
6969600;10.5;-5.1;507;0
6973200;10.1;-6.2;338;0
6976800;9.6;-6.4;155;0
6980400;9.2;-5.8;20;0
6984000;7.8;-7;0;0
6987600;6.4;-7.2;0;0
6991200;5;-6.5;0;0
6994800;4;-5;0;0
6998400;3.7;-5.7;0;0
7002000;3.4;-4.8;0;0
7005600;2.2;-5.1;0;0
7009200;1;-4;0;0
7012800;0.8;-4;0;0
7016400;0.3;-4.6;0;0
7020000;-0.2;-4;0;0
7023600;-0.7;-4;2;0
7027200;1.2;-4.3;67;0
7030800;3.1;-4.1;237;0
7034400;5;-3.3;419;0
7038000;7;-3.6;562;2
7041600;9;-3;599;5
7045200;9.5;0.1;569;6
7048800;8.8;0.5;498;7
7052400;8.1;0.9;381;8
7056000;7.4;1.3;242;9
7059600;7.1;1.5;162;9
7063200;6.9;1.7;75;9
7066800;6.6;1.9;10;9
7070400;6.4;1.8;0;9
7074000;6.2;1.8;0;9
7077600;6;1.7;0;9
7081200;5.6;2;0;9
7084800;5.1;2.4;0;10
7088400;4.7;2.7;0;10
7092000;3.9;2;0;10
7095600;3.2;1.3;0;10
7099200;2.4;0.5;0;10
7102800;1.2;-0.9;0;9
7106400;0;-2;0;9
7110000;0.5;-1.6;1;10
7113600;1.3;-2;21;10
7117200;2;-2.1;80;10
7120800;2.8;-2.2;157;9
7124400;3.6;-2.3;235;9
7128000;4.3;-2.4;302;9
7131600;5.1;-2.2;348;9
7135200;5.4;-2.6;291;9
